#台語教典 = 教育部《臺灣閩南語常用詞辭典》 https://twblg.dict.edu.tw/
#客語教典 = 教育部《臺灣客家語常用詞辭典》 https://hakka.dict.edu.tw/
#以上為 創用CC 姓名標示-禁止改作 3.0 授權
#非屬以上兩典，標註有「再會豆腐字」 的字，來自 https://tauhu.tw/jit-tsi/ 蒐集的結果
#Char	Unicode	Big5	Memo
幻	5E7B	V	台語教典、客語教典
幼	5E7C	V	台語教典、客語教典
幽	5E7D	V	台語教典、客語教典
幾	5E7E	V	台語教典、客語教典
庄	5E84	V	台語教典
庇	5E87	V	台語教典、客語教典
床	5E8A	V	台語教典、客語教典
序	5E8F	V	台語教典、客語教典
底	5E95	V	台語教典、客語教典
店	5E97	V	台語教典、客語教典
庚	5E9A	V	台語教典、客語教典
府	5E9C	V	台語教典、客語教典
度	5EA6	V	台語教典、客語教典
座	5EA7	V	台語教典、客語教典
庫	5EAB	V	台語教典、客語教典
庭	5EAD	V	台語教典、客語教典
庰	5EB0	V	客語教典
庵	5EB5	V	台語教典、客語教典
庶	5EB6	V	客語教典
康	5EB7	V	台語教典、客語教典
庸	5EB8	V	台語教典、客語教典
庾	5EBE	V	台語教典
廁	5EC1	V	台語教典、客語教典
廂	5EC2	V	台語教典、客語教典
廈	5EC8	V	客語教典
廉	5EC9	V	台語教典、客語教典
廊	5ECA	V	台語教典、客語教典
廍	5ECD		台語教典
廓	5ED3	V	客語教典
廕	5ED5	V	台語教典
廖	5ED6	V	台語教典、客語教典
廚	5EDA	V	台語教典、客語教典
廟	5EDF	V	台語教典、客語教典
廠	5EE0	V	台語教典、客語教典
廢	5EE2	V	台語教典、客語教典
廣	5EE3	V	台語教典、客語教典
廬	5EEC	V	台語教典、客語教典
廳	5EF3	V	台語教典、客語教典
延	5EF6	V	台語教典、客語教典
廷	5EF7	V	台語教典、客語教典
建	5EFA	V	台語教典、客語教典
廿	5EFF	V	台語教典
弄	5F04	V	台語教典、客語教典
弇	5F07	V	客語教典
弈	5F08	V	客語教典
弊	5F0A	V	台語教典、客語教典
式	5F0F	V	台語教典、客語教典
弓	5F13	V	台語教典、客語教典
弔	5F14	V	台語教典、客語教典
引	5F15	V	台語教典、客語教典
弘	5F18	V	台語教典、客語教典
弛	5F1B	V	客語教典
弟	5F1F	V	台語教典、客語教典
弦	5F26	V	台語教典、客語教典
弧	5F27	V	台語教典、客語教典
弱	5F31	V	台語教典、客語教典
張	5F35	V	台語教典、客語教典
強	5F37	V	台語教典、客語教典
彈	5F48	V	台語教典、客語教典
彌	5F4C	V	台語教典、客語教典
彎	5F4E	V	台語教典、客語教典
彔	5F54	V	台語教典
彗	5F57	V	台語教典
彙	5F59	V	台語教典、客語教典
形	5F62	V	台語教典、客語教典
彥	5F65	V	台語教典、客語教典
彩	5F69	V	台語教典、客語教典
彪	5F6A	V	台語教典、客語教典
彬	5F6C	V	台語教典、客語教典
彭	5F6D	V	台語教典、客語教典
彰	5F70	V	台語教典、客語教典
影	5F71	V	台語教典、客語教典
彳	5F73	V	客語教典
彷	5F77	V	台語教典
役	5F79	V	台語教典、客語教典
彼	5F7C	V	台語教典、客語教典
彿	5F7F	V	台語教典
往	5F80	V	台語教典、客語教典
征	5F81	V	台語教典、客語教典
待	5F85	V	台語教典、客語教典
很	5F88	V	客語教典
律	5F8B	V	台語教典、客語教典
後	5F8C	V	台語教典、客語教典
徐	5F90	V	台語教典、客語教典
徑	5F91	V	台語教典、客語教典
徒	5F92	V	台語教典、客語教典
得	5F97	V	台語教典、客語教典
徘	5F98	V	台語教典
徙	5F99	V	台語教典、客語教典
徛	5F9B	V	台語教典
從	5F9E	V	台語教典、客語教典
御	5FA1	V	台語教典、客語教典
復	5FA9	V	台語教典、客語教典
循	5FAA	V	台語教典、客語教典
微	5FAE	V	台語教典、客語教典
徵	5FB5	V	台語教典、客語教典
德	5FB7	V	台語教典、客語教典
徹	5FB9	V	台語教典、客語教典
徼	5FBC	V	台語教典、客語教典
徽	5FBD	V	客語教典
心	5FC3	V	台語教典、客語教典
必	5FC5	V	台語教典、客語教典
忌	5FCC	V	台語教典、客語教典
忍	5FCD	V	台語教典、客語教典
忒	5FD2	V	客語教典
忖	5FD6	V	台語教典
志	5FD7	V	台語教典、客語教典
忘	5FD8	V	台語教典、客語教典
忙	5FD9	V	台語教典、客語教典
忝	5FDD	V	台語教典、客語教典
忠	5FE0	V	台語教典、客語教典
忤	5FE4	V	台語教典、客語教典
快	5FEB	V	台語教典、客語教典
忱	5FF1	V	客語教典
念	5FF5	V	台語教典、客語教典
忸	5FF8	V	客語教典
忽	5FFD	V	台語教典、客語教典
忿	5FFF	V	台語教典、客語教典
怎	600E	V	台語教典、客語教典
怏	600F	V	台語教典
怐	6010	V	台語教典
怒	6012	V	台語教典、客語教典
怕	6015	V	台語教典、客語教典
怖	6016	V	台語教典、客語教典
怙	6019	V	台語教典、客語教典
思	601D	V	台語教典、客語教典
怠	6020	V	客語教典
怡	6021	V	台語教典
急	6025	V	台語教典、客語教典
怦	6026	V	台語教典
性	6027	V	台語教典、客語教典
怨	6028	V	台語教典、客語教典
怪	602A	V	台語教典、客語教典
怫	602B	V	台語教典
怯	602F	V	台語教典
恁	6041	V	台語教典、客語教典
恂	6042	V	台語教典
恃	6043	V	客語教典
恅	6045	V	客語教典
恆	6046	V	台語教典、客語教典
恍	604D	V	台語教典
恐	6050	V	台語教典、客語教典
恕	6055	V	台語教典、客語教典
恢	6062	V	台語教典、客語教典
恤	6064	V	客語教典
恥	6065	V	台語教典、客語教典
恨	6068	V	台語教典、客語教典
恩	6069	V	台語教典、客語教典
恬	606C	V	台語教典、客語教典
恭	606D	V	台語教典、客語教典
息	606F	V	台語教典、客語教典
恰	6070	V	客語教典
悅	6085	V	台語教典、客語教典
悉	6089	V	台語教典、客語教典
悔	6094	V	台語教典、客語教典
悖	6096	V	台語教典
悟	609F	V	台語教典、客語教典
悠	60A0	V	台語教典、客語教典
患	60A3	V	台語教典、客語教典
悲	60B2	V	台語教典、客語教典
悴	60B4	V	台語教典、客語教典
悵	60B5	V	客語教典
悶	60B6	V	台語教典、客語教典
悼	60BC	V	台語教典、客語教典
悽	60BD	V	台語教典、客語教典
悾	60BE	V	台語教典
悿	60BF	V	客語教典
情	60C5	V	台語教典、客語教典
惇	60C7	V	客語教典
惑	60D1	V	台語教典、客語教典
惘	60D8	V	台語教典
惜	60DC	V	台語教典、客語教典
惝	60DD	V	台語教典
惟	60DF	V	台語教典、客語教典
惠	60E0	V	台語教典、客語教典
惡	60E1	V	台語教典、客語教典
惰	60F0	V	台語教典、客語教典
惱	60F1	V	台語教典、客語教典
想	60F3	V	台語教典、客語教典
惶	60F6	V	台語教典
惹	60F9	V	台語教典、客語教典
惻	60FB	V	台語教典
愁	6101	V	台語教典、客語教典
愆	6106	V	客語教典
愈	6108	V	台語教典、客語教典
愉	6109	V	台語教典、客語教典
愍	610D	V	台語教典
意	610F	V	台語教典、客語教典
愐	6110	V	客語教典
愕	6115	V	台語教典、客語教典
愖	6116	V	台語教典
愚	611A	V	台語教典、客語教典
愛	611B	V	台語教典、客語教典
感	611F	V	台語教典、客語教典
愣	6123	V	台語教典
愧	6127	V	台語教典、客語教典
慄	6144	V	台語教典
慇	6147	V	客語教典
慈	6148	V	台語教典、客語教典
態	614B	V	台語教典、客語教典
慌	614C	V	台語教典、客語教典
慍	614D	V	台語教典、客語教典
慎	614E	V	台語教典、客語教典
慒	6152	V	台語教典
慕	6155	V	台語教典、客語教典
慘	6158	V	台語教典、客語教典
慚	615A	V	客語教典
慢	6162	V	台語教典、客語教典
慣	6163	V	台語教典、客語教典
慧	6167	V	台語教典、客語教典
慨	6168	V	台語教典、客語教典
慫	616B	V	客語教典
慮	616E	V	台語教典、客語教典
慰	6170	V	台語教典、客語教典
慳	6173	V	台語教典
慶	6176	V	台語教典、客語教典
慷	6177	V	台語教典、客語教典
慼	617C	V	台語教典
慾	617E	V	台語教典、客語教典
憂	6182	V	台語教典、客語教典
憎	618E	V	客語教典
憐	6190	V	台語教典、客語教典
憑	6191	V	台語教典、客語教典
憔	6194	V	台語教典、客語教典
憚	619A	V	台語教典
憢	61A2	V	台語教典、客語教典
憤	61A4	V	台語教典、客語教典
憨	61A8	V	客語教典
憫	61AB	V	台語教典、客語教典
憲	61B2	V	台語教典、客語教典
憶	61B6	V	台語教典、客語教典
憾	61BE	V	台語教典、客語教典
懂	61C2	V	台語教典、客語教典
懇	61C7	V	台語教典、客語教典
懈	61C8	V	客語教典
應	61C9	V	台語教典、客語教典
懊	61CA	V	台語教典、客語教典
懍	61CD	V	台語教典
懦	61E6	V	台語教典
懲	61F2	V	台語教典
懵	61F5	V	台語教典
懶	61F6	V	台語教典、客語教典
懷	61F7	V	台語教典、客語教典
懸	61F8	V	台語教典、客語教典
懺	61FA	V	台語教典
懼	61FC	V	台語教典、客語教典
懿	61FF	V	台語教典
戀	6200	V	台語教典、客語教典
戇	6207	V	台語教典、客語教典
戈	6208	V	台語教典、客語教典
戊	620A	V	台語教典、客語教典
戌	620C	V	台語教典、客語教典
戍	620D	V	客語教典
戎	620E	V	客語教典
成	6210	V	台語教典、客語教典
我	6211	V	台語教典、客語教典
戒	6212	V	台語教典、客語教典
或	6216	V	台語教典、客語教典
戚	621A	V	台語教典、客語教典
戛	621B	V	台語教典
戟	621F	V	台語教典、客語教典
戥	6225	V	台語教典
截	622A	V	台語教典、客語教典
戮	622E	V	台語教典
戰	6230	V	台語教典、客語教典
戲	6232	V	台語教典、客語教典
戳	6233	V	台語教典、客語教典
戴	6234	V	台語教典、客語教典
戶	6236	V	台語教典、客語教典
戽	623D	V	台語教典、客語教典
戾	623E	V	台語教典
房	623F	V	台語教典、客語教典
所	6240	V	台語教典、客語教典
扁	6241	V	台語教典、客語教典
扇	6247	V	台語教典、客語教典
扈	6248	V	台語教典
手	624B	V	台語教典、客語教典
才	624D	V	台語教典、客語教典
扎	624E	V	台語教典
扐	6250	V	客語教典
扑	6251	V	台語教典
扒	6252	V	台語教典、客語教典
打	6253	V	台語教典、客語教典
托	6258	V	台語教典、客語教典
扚	625A	V	客語教典
扛	625B	V	台語教典、客語教典
扞	625E	V	台語教典
扡	6261	V	客語教典
扣	6263	V	台語教典、客語教典
扦	6266	V	台語教典
扭	626D	V	台語教典、客語教典
扮	626E	V	台語教典、客語教典
扯	626F	V	台語教典、客語教典
扱	6271	V	台語教典
扲	6272	V	台語教典
扳	6273	V	台語教典、客語教典
扴	6274	V	台語教典
扶	6276	V	台語教典、客語教典
扷	6277	V	台語教典
批	6279	V	台語教典、客語教典
扼	627C	V	台語教典、客語教典
找	627E	V	台語教典、客語教典
承	627F	V	台語教典、客語教典
技	6280	V	台語教典、客語教典
抄	6284	V	台語教典、客語教典
抅	6285		再會豆腐字：台語教典附錄
抉	6289	V	台語教典
把	628A	V	台語教典、客語教典
抌	628C	V	台語教典、客語教典
抐	6290		台語教典
抑	6291	V	台語教典、客語教典
抒	6292	V	客語教典
抓	6293	V	台語教典、客語教典
抔	6294	V	台語教典、客語教典
投	6295	V	台語教典、客語教典
抖	6296	V	客語教典
抗	6297	V	台語教典、客語教典
折	6298	V	台語教典、客語教典
抨	62A8	V	台語教典、客語教典
披	62AB	V	台語教典、客語教典
抬	62AC	V	客語教典
抱	62B1	V	台語教典、客語教典
抵	62B5	V	台語教典、客語教典
抹	62B9	V	台語教典、客語教典
抺	62BA		客語教典
押	62BC	V	台語教典、客語教典
抽	62BD	V	台語教典、客語教典
抾	62BE	V	台語教典
抿	62BF	V	台語教典、客語教典
拁	62C1		再會豆腐字：客語閱讀越懂
拂	62C2	V	台語教典、客語教典
拄	62C4	V	台語教典、客語教典
拆	62C6	V	台語教典、客語教典
拇	62C7	V	台語教典
拈	62C8	V	台語教典、客語教典
拉	62C9	V	台語教典、客語教典
拊	62CA	V	台語教典
拋	62CB	V	台語教典、客語教典
拌	62CC	V	台語教典、客語教典
拍	62CD	V	台語教典、客語教典
拎	62CE	V	台語教典
拐	62D0	V	台語教典、客語教典
拑	62D1	V	台語教典、客語教典
拒	62D2	V	台語教典、客語教典
拓	62D3	V	台語教典、客語教典
拔	62D4	V	台語教典、客語教典
拖	62D6	V	台語教典、客語教典
拗	62D7	V	台語教典、客語教典
拘	62D8	V	台語教典、客語教典
拙	62D9	V	台語教典、客語教典
拚	62DA	V	台語教典、客語教典
招	62DB	V	台語教典、客語教典
拜	62DC	V	台語教典、客語教典
括	62EC	V	台語教典、客語教典
拭	62ED	V	台語教典、客語教典
拯	62EF	V	台語教典、客語教典
拱	62F1	V	台語教典、客語教典
拳	62F3	V	台語教典、客語教典
拴	62F4	V	客語教典
拶	62F6	V	客語教典
拷	62F7	V	客語教典
拹	62F9	V	台語教典
拼	62FC	V	台語教典、客語教典
拾	62FE	V	台語教典、客語教典
拿	62FF	V	台語教典、客語教典
持	6301	V	台語教典、客語教典
挂	6302	V	台語教典
挃	6303	V	台語教典
指	6307	V	台語教典、客語教典
挈	6308	V	台語教典
按	6309	V	台語教典、客語教典
挌	630C	V	台語教典
挐	6310	V	台語教典
挑	6311	V	台語教典、客語教典
挓	6313	V	台語教典
挔	6314	V	台語教典
挕	6315	V	台語教典
挖	6316	V	台語教典、客語教典
挨	6328	V	台語教典、客語教典
挩	6329	V	台語教典
挫	632B	V	台語教典
振	632F	V	台語教典、客語教典
挱	6331		再會豆腐字：客語認證詞彙
挲	6332	V	台語教典、客語教典
挳	6333	V	客語教典
挵	6335		台語教典
挶	6336	V	客語教典
挷	6337		客語教典
挹	6339	V	台語教典
挺	633A	V	台語教典、客語教典
挼	633C	V	台語教典、客語教典
挽	633D	V	台語教典、客語教典
挾	633E	V	台語教典、客語教典
捀	6340	V	台語教典
捅	6345	V	台語教典
捆	6346	V	台語教典、客語教典
捉	6349	V	台語教典、客語教典
捋	634B	V	台語教典、客語教典
捌	634C	V	台語教典
捍	634D	V	客語教典
捎	634E	V	台語教典、客語教典
捏	634F	V	台語教典、客語教典
捐	6350	V	台語教典、客語教典
捒	6352		台語教典
捔	6354	V	台語教典
捕	6355	V	台語教典、客語教典
捗	6357	V	台語教典
捘	6358	V	台語教典
捙	6359	V	台語教典、客語教典
捝	635D		再會豆腐字：客語閱讀越懂
捥	6365	V	台語教典
捧	6367	V	台語教典、客語教典
捨	6368	V	台語教典、客語教典
捩	6369	V	客語教典
捲	6372	V	台語教典、客語教典
捶	6376	V	台語教典、客語教典
捷	6377	V	台語教典、客語教典
捺	637A	V	客語教典
捻	637B	V	台語教典、客語教典
捽	637D	V	台語教典、客語教典
捾	637E		台語教典
掀	6380	V	台語教典、客語教典
掂	6382	V	台語教典
掃	6383	V	台語教典、客語教典
掄	6384	V	客語教典
掇	6387	V	台語教典
授	6388	V	台語教典、客語教典
掉	6389	V	台語教典、客語教典
掊	638A	V	客語教典
掌	638C	V	台語教典、客語教典
排	6392	V	台語教典、客語教典
掔	6394	V	台語教典
掖	6396	V	台語教典、客語教典
掗	6397	V	客語教典
掘	6398	V	台語教典、客語教典
掙	6399	V	台語教典、客語教典
掛	639B	V	台語教典、客語教典
掜	639C	V	台語教典
掝	639D	V	客語教典
掞	639E	V	客語教典
掠	63A0	V	台語教典、客語教典
採	63A1	V	台語教典、客語教典
探	63A2	V	台語教典、客語教典
掣	63A3	V	台語教典、客語教典
接	63A5	V	台語教典、客語教典
控	63A7	V	台語教典、客語教典
推	63A8	V	台語教典、客語教典
掩	63A9	V	台語教典、客語教典
措	63AA	V	台語教典、客語教典
掮	63AE	V	台語教典
掰	63B0	V	台語教典、客語教典
揀	63C0	V	台語教典、客語教典
揆	63C6	V	客語教典
揇	63C7	V	客語教典
揈	63C8	V	台語教典
揉	63C9	V	台語教典、客語教典
揋	63CB	V	客語教典
揌	63CC	V	台語教典、客語教典
揍	63CD	V	台語教典
描	63CF	V	台語教典、客語教典
提	63D0	V	台語教典、客語教典
插	63D2	V	台語教典、客語教典
揙	63D9	V	客語教典
揚	63DA	V	台語教典、客語教典
換	63DB	V	台語教典、客語教典
揜	63DC	V	台語教典、客語教典
揞	63DE		客語教典
握	63E1	V	台語教典、客語教典
揢	63E2		客語教典
揣	63E3	V	台語教典、客語教典
揤	63E4	V	台語教典、客語教典
揪	63EA	V	客語教典
揫	63EB	V	台語教典、客語教典
揬	63EC		台語教典、客語教典
揭	63ED	V	台語教典、客語教典
揮	63EE	V	台語教典、客語教典
揰	63F0	V	客語教典
揲	63F2	V	台語教典
援	63F4	V	台語教典、客語教典
揹	63F9	V	台語教典、客語教典
揻	63FB		台語教典
搉	6409	V	客語教典
損	640D	V	台語教典、客語教典
搏	640F	V	台語教典、客語教典
搐	6410	V	台語教典、客語教典
搓	6413	V	客語教典
搔	6414	V	客語教典
搖	6416	V	台語教典、客語教典
搙	6419		台語教典
搜	641C	V	台語教典、客語教典
搝	641D		台語教典
搞	641E	V	客語教典
搟	641F	V	台語教典
搢	6422	V	台語教典
搣	6423	V	台語教典、客語教典
搤	6424	V	台語教典
搦	6426	V	台語教典
搧	6427	V	台語教典、客語教典
搩	6429		台語教典
搪	642A	V	台語教典
搬	642C	V	台語教典、客語教典
搭	642D	V	台語教典、客語教典
搵	6435	V	台語教典、客語教典
搶	6436	V	台語教典、客語教典
搽	643D	V	客語教典
摁	6441	V	台語教典
摃	6443	V	台語教典
摎	644E	V	客語教典
摑	6451	V	客語教典
摒	6452	V	台語教典、客語教典
摔	6454	V	台語教典
摖	6456		台語教典
摘	6458	V	台語教典、客語教典
摝	645D	V	客語教典
摟	645F	V	客語教典
摠	6460	V	台語教典
摧	6467	V	台語教典、客語教典
摩	6469	V	台語教典、客語教典
摯	646F	V	台語教典
摱	6471		再會豆腐字：客語認證詞彙
摳	6473	V	台語教典、客語教典
摵	6475	V	台語教典
摸	6478	V	台語教典、客語教典
摹	6479	V	台語教典
摺	647A	V	台語教典、客語教典
摻	647B	V	台語教典、客語教典
撂	6482	V	客語教典
撆	6486		台語教典、客語教典
撇	6487	V	台語教典、客語教典
撈	6488	V	台語教典、客語教典
撋	648B	V	台語教典
撍	648D		客語教典
撏	648F	V	台語教典
撐	6490	V	台語教典、客語教典
撒	6492	V	台語教典、客語教典
撓	6493	V	台語教典、客語教典
撘	6498	V	客語教典
撙	6499	V	台語教典、客語教典
撚	649A	V	台語教典、客語教典
撞	649E	V	台語教典、客語教典
撟	649F	V	台語教典
撠	64A0	V	台語教典
撤	64A4	V	台語教典、客語教典
撥	64A5	V	台語教典、客語教典
撨	64A8		台語教典、客語教典
撩	64A9	V	台語教典、客語教典
撫	64AB	V	台語教典、客語教典
撬	64AC	V	台語教典、客語教典
播	64AD	V	台語教典、客語教典
撮	64AE	V	台語教典、客語教典
撰	64B0	V	台語教典、客語教典
撲	64B2	V	客語教典
撳	64B3	V	客語教典
撼	64BC	V	台語教典、客語教典
撿	64BF	V	客語教典
擁	64C1	V	台語教典、客語教典
擂	64C2	V	台語教典、客語教典
擅	64C5	V	台語教典
擇	64C7	V	台語教典、客語教典
擉	64C9	V	台語教典
擊	64CA	V	台語教典、客語教典
擋	64CB	V	台語教典、客語教典
操	64CD	V	台語教典、客語教典
擎	64CE	V	台語教典、客語教典
擐	64D0	V	客語教典
擒	64D2	V	台語教典、客語教典
擔	64D4	V	台語教典、客語教典
擗	64D7	V	台語教典
擘	64D8	V	台語教典、客語教典
據	64DA	V	台語教典、客語教典
擛	64DB	V	台語教典、客語教典
擠	64E0	V	台語教典、客語教典
擢	64E2	V	台語教典
擤	64E4	V	台語教典、客語教典
擦	64E6	V	台語教典、客語教典
擬	64EC	V	台語教典、客語教典
擰	64F0	V	客語教典
擱	64F1	V	客語教典
擲	64F2	V	台語教典、客語教典
擳	64F3	V	客語教典
擴	64F4	V	台語教典
擸	64F8	V	台語教典
擺	64FA	V	台語教典、客語教典
擽	64FD	V	台語教典
擾	64FE	V	台語教典
攀	6500	V	台語教典、客語教典
攄	6504	V	台語教典
攉	6509	V	客語教典
攋	650B		再會豆腐字：客語閱讀越懂
攎	650E	V	客語教典
攏	650F	V	台語教典
攑	6511		台語教典
攔	6514	V	台語教典、客語教典
攕	6515	V	台語教典
攜	651C	V	台語教典
攝	651D	V	台語教典、客語教典
攞	651E		客語教典
攢	6522	V	台語教典
攣	6523	V	客語教典
攤	6524	V	台語教典、客語教典
攪	652A	V	台語教典、客語教典
攬	652C	V	台語教典、客語教典
支	652F	V	台語教典、客語教典
收	6536	V	台語教典、客語教典
改	6539	V	台語教典、客語教典
攻	653B	V	台語教典、客語教典
放	653E	V	台語教典、客語教典
政	653F	V	台語教典、客語教典
故	6545	V	台語教典、客語教典
敆	6546	V	台語教典
效	6548	V	台語教典、客語教典
敋	654B		再會豆腐字：客語認證詞彙
敏	654F	V	台語教典、客語教典
救	6551	V	台語教典、客語教典
敖	6556	V	客語教典
敗	6557	V	台語教典、客語教典
敘	6558	V	台語教典、客語教典
教	6559	V	台語教典、客語教典
敝	655D	V	台語教典、客語教典
敢	6562	V	台語教典、客語教典
散	6563	V	台語教典、客語教典
敦	6566	V	台語教典、客語教典
敧	6567	V	台語教典
敨	6568	V	台語教典、客語教典
敬	656C	V	台語教典、客語教典
敱	6571		台語教典
敲	6572	V	台語教典、客語教典
整	6574	V	台語教典、客語教典
敵	6575	V	台語教典、客語教典
敷	6577	V	台語教典、客語教典
數	6578	V	台語教典、客語教典
斂	6582	V	台語教典、客語教典
斃	6583	V	台語教典、客語教典
文	6587	V	台語教典、客語教典
斌	658C	V	台語教典
斐	6590	V	台語教典
斑	6591	V	台語教典、客語教典
斗	6597	V	台語教典、客語教典
料	6599	V	台語教典、客語教典
斜	659C	V	台語教典、客語教典
斟	659F	V	台語教典、客語教典
斡	65A1	V	台語教典、客語教典
斤	65A4	V	台語教典、客語教典
斥	65A5	V	台語教典、客語教典
斧	65A7	V	台語教典、客語教典
斫	65AB	V	客語教典
斬	65AC	V	台語教典、客語教典
斯	65AF	V	台語教典、客語教典
新	65B0	V	台語教典、客語教典
斷	65B7	V	台語教典、客語教典
方	65B9	V	台語教典、客語教典
於	65BC	V	台語教典、客語教典
施	65BD	V	台語教典、客語教典
旁	65C1	V	台語教典、客語教典
旅	65C5	V	台語教典、客語教典
旋	65CB	V	台語教典、客語教典
族	65CF	V	台語教典、客語教典
旗	65D7	V	台語教典、客語教典
既	65E2	V	台語教典、客語教典
日	65E5	V	台語教典、客語教典
旦	65E6	V	台語教典、客語教典
旨	65E8	V	台語教典、客語教典
早	65E9	V	台語教典、客語教典
旬	65EC	V	台語教典、客語教典
旭	65ED	V	台語教典、客語教典
旮	65EE	V	客語教典
旯	65EF	V	客語教典
旱	65F1	V	台語教典、客語教典
旺	65FA	V	台語教典、客語教典
昀	6600	V	客語教典
昂	6602	V	台語教典、客語教典
昆	6606	V	台語教典、客語教典
昇	6607	V	台語教典、客語教典
昊	660A	V	台語教典
昌	660C	V	台語教典、客語教典
明	660E	V	台語教典、客語教典
昏	660F	V	台語教典、客語教典
易	6613	V	台語教典、客語教典
昔	6614	V	台語教典、客語教典
星	661F	V	台語教典、客語教典
映	6620	V	台語教典、客語教典
春	6625	V	台語教典、客語教典
昧	6627	V	台語教典、客語教典
昨	6628	V	台語教典、客語教典
昭	662D	V	台語教典、客語教典
是	662F	V	台語教典、客語教典
昱	6631	V	台語教典、客語教典
晁	6641	V	台語教典、客語教典
時	6642	V	台語教典、客語教典
晃	6643	V	台語教典、客語教典
晉	6649	V	台語教典、客語教典
晌	664C	V	客語教典
晏	664F	V	台語教典、客語教典
晒	6652	V	客語教典
晚	665A	V	台語教典、客語教典
晝	665D	V	台語教典、客語教典
晟	665F	V	台語教典、客語教典
晡	6661	V	台語教典、客語教典
晤	6664	V	客語教典
晦	6666	V	客語教典
晨	6668	V	台語教典、客語教典
晬	666C	V	台語教典
普	666E	V	台語教典、客語教典
景	666F	V	台語教典、客語教典
晴	6674	V	台語教典、客語教典
晶	6676	V	台語教典、客語教典
智	667A	V	台語教典、客語教典
晾	667E	V	台語教典、客語教典
暇	6687	V	台語教典、客語教典
暈	6688	V	台語教典、客語教典
暉	6689	V	台語教典
暑	6691	V	台語教典、客語教典
暖	6696	V	台語教典、客語教典
暗	6697	V	台語教典、客語教典
暝	669D	V	台語教典
暢	66A2	V	台語教典、客語教典
暨	66A8	V	台語教典、客語教典
暫	66AB	V	台語教典、客語教典
暮	66AE	V	台語教典、客語教典
暱	66B1	V	台語教典、客語教典
暴	66B4	V	台語教典、客語教典
暹	66B9	V	客語教典
曆	66C6	V	台語教典、客語教典
曇	66C7	V	客語教典
曉	66C9	V	台語教典、客語教典
曖	66D6	V	台語教典
曚	66DA	V	客語教典
曜	66DC	V	台語教典
曝	66DD	V	台語教典
曠	66E0	V	台語教典
曰	66F0	V	台語教典、客語教典
曲	66F2	V	台語教典、客語教典
更	66F4	V	台語教典、客語教典
曷	66F7	V	台語教典
書	66F8	V	台語教典、客語教典
曹	66F9	V	台語教典、客語教典
曼	66FC	V	台語教典、客語教典
曾	66FE	V	台語教典、客語教典
替	66FF	V	台語教典、客語教典
最	6700	V	台語教典、客語教典
會	6703	V	台語教典、客語教典
月	6708	V	台語教典、客語教典
有	6709	V	台語教典、客語教典
朋	670B	V	台語教典、客語教典
服	670D	V	台語教典、客語教典
朒	6712	V	台語教典
朔	6714	V	台語教典、客語教典
朕	6715	V	台語教典
朗	6717	V	台語教典、客語教典
望	671B	V	台語教典、客語教典
朝	671D	V	台語教典、客語教典
期	671F	V	台語教典、客語教典
木	6728	V	台語教典、客語教典
未	672A	V	台語教典、客語教典
末	672B	V	台語教典、客語教典
本	672C	V	台語教典、客語教典
札	672D	V	台語教典、客語教典
朱	6731	V	台語教典、客語教典
朳	6733	V	客語教典
朴	6734	V	台語教典
朵	6735	V	客語教典
朽	673D	V	台語教典、客語教典
杆	6746	V	台語教典、客語教典
杈	6748	V	客語教典
杉	6749	V	台語教典、客語教典
李	674E	V	台語教典、客語教典
杏	674F	V	台語教典、客語教典
材	6750	V	台語教典、客語教典
村	6751	V	台語教典、客語教典
杓	6753	V	台語教典、客語教典
杖	6756	V	台語教典、客語教典
杙	6759	V	台語教典
杜	675C	V	台語教典、客語教典
杞	675E	V	台語教典、客語教典
束	675F	V	台語教典、客語教典
杭	676D	V	台語教典、客語教典
杮	676E		台語教典
杯	676F	V	台語教典、客語教典
杰	6770	V	台語教典
東	6771	V	台語教典、客語教典
杵	6775	V	台語教典、客語教典
杷	6777	V	台語教典、客語教典
松	677E	V	台語教典、客語教典
板	677F	V	台語教典、客語教典
枇	6787	V	台語教典、客語教典
枉	6789	V	台語教典、客語教典
枋	678B	V	台語教典、客語教典
析	6790	V	台語教典、客語教典
枕	6795	V	台語教典、客語教典
林	6797	V	台語教典、客語教典
枚	679A	V	客語教典
果	679C	V	台語教典、客語教典
枝	679D	V	台語教典、客語教典
枯	67AF	V	台語教典
枴	67B4	V	台語教典、客語教典
枵	67B5	V	台語教典、客語教典
架	67B6	V	台語教典、客語教典
枷	67B7	V	台語教典、客語教典
枸	67B8	V	台語教典、客語教典
柄	67C4	V	台語教典、客語教典
柏	67CF	V	台語教典、客語教典
某	67D0	V	台語教典、客語教典
柑	67D1	V	台語教典、客語教典
柒	67D2	V	客語教典
染	67D3	V	台語教典、客語教典
柔	67D4	V	台語教典、客語教典
柙	67D9	V	台語教典
柚	67DA	V	台語教典、客語教典
柝	67DD	V	台語教典
查	67E5	V	台語教典、客語教典
柩	67E9	V	台語教典
柫	67EB	V	台語教典
柬	67EC	V	台語教典、客語教典
柯	67EF	V	台語教典、客語教典
柱	67F1	V	台語教典、客語教典
柳	67F3	V	台語教典、客語教典
柴	67F4	V	台語教典、客語教典
柵	67F5	V	台語教典、客語教典
柿	67FF	V	台語教典、客語教典
