#台語教典 = 教育部《臺灣閩南語常用詞辭典》 https://twblg.dict.edu.tw/
#客語教典 = 教育部《臺灣客家語常用詞辭典》 https://hakka.dict.edu.tw/
#以上為 創用CC 姓名標示-禁止改作 3.0 授權
#非屬以上兩典，標註有「再會豆腐字」 的字，來自 https://tauhu.tw/jit-tsi/ 蒐集的結果
#Char	Unicode	Big5	Memo
嘿	563F	V	台語教典
噁	5641	V	台語教典
噌	564C	V	台語教典
噍	564D		台語教典、客語教典
噎	564E	V	台語教典、客語教典
噓	5653	V	台語教典
噗	5657	V	台語教典
噢	5662	V	客語教典
噤	5664	V	台語教典
噥	5665	V	客語教典
噦	5666	V	客語教典
器	5668	V	台語教典、客語教典
噩	5669	V	客語教典
噪	566A	V	台語教典、客語教典
噭	566D	V	台語教典、客語教典
噯	566F	V	台語教典、客語教典
噱	5671	V	客語教典
噴	5674	V	台語教典、客語教典
噶	5676	V	台語教典、客語教典
噷	5677	V	台語教典
噸	5678	V	台語教典、客語教典
噹	5679	V	台語教典、客語教典
噼	567C		客語教典
嚀	5680	V	台語教典、客語教典
嚇	5687	V	台語教典、客語教典
嚐	5690	V	客語教典
嚓	5693	V	台語教典
嚙	5699	V	台語教典
嚟	569F		再會豆腐字：客語閱讀越懂
嚨	56A8	V	台語教典
嚮	56AE	V	台語教典
嚴	56B4	V	台語教典、客語教典
嚵	56B5	V	台語教典
嚶	56B6	V	台語教典
嚷	56B7	V	台語教典
嚼	56BC	V	客語教典
嚾	56BE	V	台語教典
囂	56C2	V	台語教典
囉	56C9	V	台語教典、客語教典
囊	56CA	V	台語教典、客語教典
囑	56D1	V	台語教典、客語教典
囓	56D3	V	客語教典
囚	56DA	V	台語教典、客語教典
四	56DB	V	台語教典、客語教典
囝	56DD	V	台語教典
回	56DE	V	台語教典、客語教典
囟	56DF	V	台語教典、客語教典
因	56E0	V	台語教典、客語教典
囡	56E1	V	台語教典
囤	56E4	V	台語教典、客語教典
囥	56E5	V	台語教典、客語教典
囪	56EA	V	客語教典
囫	56EB	V	台語教典、客語教典
囮	56EE	V	台語教典
困	56F0	V	台語教典、客語教典
囷	56F7	V	台語教典
囹	56F9	V	客語教典
固	56FA	V	台語教典、客語教典
圃	5703	V	客語教典
圇	5707	V	台語教典
圈	5708	V	台語教典、客語教典
國	570B	V	台語教典、客語教典
圍	570D	V	台語教典、客語教典
園	5712	V	台語教典、客語教典
圓	5713	V	台語教典、客語教典
圖	5716	V	台語教典、客語教典
團	5718	V	台語教典、客語教典
圜	571C	V	台語教典
圝	571D		再會豆腐字：客語閱讀越懂
土	571F	V	台語教典、客語教典
在	5728	V	台語教典、客語教典
圭	572D	V	台語教典
地	5730	V	台語教典、客語教典
圳	5733	V	台語教典、客語教典
圾	573E	V	台語教典、客語教典
址	5740	V	台語教典、客語教典
均	5747	V	台語教典、客語教典
坉	5749	V	台語教典
坊	574A	V	台語教典、客語教典
坌	574C	V	台語教典
坍	574D	V	客語教典
坎	574E	V	台語教典、客語教典
坐	5750	V	台語教典、客語教典
坑	5751	V	台語教典、客語教典
坔	5754		再會豆腐字：台語閱讀越懂
坡	5761	V	台語教典、客語教典
坤	5764	V	台語教典、客語教典
坦	5766	V	台語教典、客語教典
坩	5769	V	台語教典
坪	576A	V	台語教典、客語教典
坯	576F	V	台語教典、客語教典
坱	5771	V	台語教典
坳	5773	V	台語教典
坵	5775	V	台語教典、客語教典
坷	5777	V	台語教典
垂	5782	V	台語教典、客語教典
垃	5783	V	台語教典、客語教典
型	578B	V	台語教典、客語教典
垞	579E	V	台語教典
垢	57A2	V	台語教典、客語教典
垣	57A3	V	台語教典
垤	57A4	V	客語教典
垮	57AE	V	客語教典
垺	57BA	V	台語教典
埃	57C3	V	台語教典
埆	57C6	V	台語教典
埋	57CB	V	台語教典、客語教典
城	57CE	V	台語教典、客語教典
埒	57D2	V	台語教典
埔	57D4	V	台語教典、客語教典
埕	57D5	V	台語教典、客語教典
域	57DF	V	台語教典、客語教典
埠	57E0	V	台語教典、客語教典
埤	57E4	V	台語教典
執	57F7	V	台語教典、客語教典
培	57F9	V	台語教典、客語教典
基	57FA	V	台語教典、客語教典
埽	57FD	V	台語教典
堀	5800	V	台語教典
堂	5802	V	台語教典、客語教典
堃	5803		再會豆腐字：台語閱讀越懂
堅	5805	V	台語教典、客語教典
堆	5806	V	台語教典、客語教典
堡	5821	V	台語教典、客語教典
堤	5824	V	台語教典、客語教典
堪	582A	V	台語教典、客語教典
堯	582F	V	台語教典、客語教典
報	5831	V	台語教典、客語教典
場	5834	V	台語教典、客語教典
堵	5835	V	台語教典、客語教典
塊	584A	V	台語教典、客語教典
塌	584C	V	台語教典、客語教典
塍	584D	V	客語教典
塑	5851	V	台語教典、客語教典
塒	5852	V	客語教典
塔	5854	V	台語教典、客語教典
塗	5857	V	台語教典、客語教典
塘	5858	V	台語教典、客語教典
塚	585A	V	台語教典、客語教典
塞	585E	V	台語教典、客語教典
塠	5860		再會豆腐字：客語閱讀越懂
填	586B	V	台語教典、客語教典
塭	586D	V	台語教典
塵	5875	V	台語教典、客語教典
塹	5879	V	台語教典、客語教典
塾	587E	V	台語教典
墀	5880	V	客語教典
境	5883	V	台語教典、客語教典
墊	588A	V	台語教典、客語教典
墓	5893	V	台語教典、客語教典
墘	5898	V	台語教典
墜	589C	V	台語教典、客語教典
增	589E	V	台語教典、客語教典
墟	589F	V	台語教典、客語教典
墨	58A8	V	台語教典、客語教典
墩	58A9	V	台語教典、客語教典
墮	58AE	V	台語教典
墳	58B3	V	台語教典、客語教典
墼	58BC	V	台語教典
墾	58BE	V	台語教典、客語教典
壁	58C1	V	台語教典、客語教典
壅	58C5	V	台語教典、客語教典
壇	58C7	V	台語教典、客語教典
壓	58D3	V	台語教典、客語教典
壕	58D5	V	台語教典、客語教典
壘	58D8	V	台語教典、客語教典
壙	58D9	V	台語教典
壞	58DE	V	台語教典、客語教典
壟	58DF	V	台語教典
壠	58E0		再會豆腐字：客語教典例句
壢	58E2	V	台語教典、客語教典
壩	58E9	V	台語教典、客語教典
士	58EB	V	台語教典、客語教典
壬	58EC	V	台語教典、客語教典
壯	58EF	V	台語教典、客語教典
壹	58F9	V	客語教典
壺	58FA	V	台語教典、客語教典
壼	58FC	V	客語教典
壽	58FD	V	台語教典、客語教典
夏	590F	V	台語教典、客語教典
夕	5915	V	台語教典、客語教典
外	5916	V	台語教典、客語教典
夙	5919	V	客語教典
多	591A	V	台語教典、客語教典
夜	591C	V	台語教典、客語教典
夠	5920	V	台語教典、客語教典
夢	5922	V	台語教典、客語教典
夥	5925	V	台語教典、客語教典
大	5927	V	台語教典、客語教典
天	5929	V	台語教典、客語教典
太	592A	V	台語教典、客語教典
夫	592B	V	台語教典、客語教典
夭	592D	V	台語教典、客語教典
央	592E	V	台語教典、客語教典
夯	592F	V	台語教典
失	5931	V	台語教典、客語教典
夷	5937	V	台語教典、客語教典
夾	593E	V	台語教典、客語教典
奀	5940	V	客語教典
奅	5945	V	台語教典
奇	5947	V	台語教典、客語教典
奈	5948	V	台語教典、客語教典
奉	5949	V	台語教典、客語教典
奎	594E	V	客語教典
奏	594F	V	台語教典、客語教典
奐	5950	V	客語教典
契	5951	V	台語教典、客語教典
奒	5952		台語教典
奓	5953	V	客語教典
奔	5954	V	台語教典、客語教典
奕	5955	V	台語教典
套	5957	V	台語教典、客語教典
奘	5958	V	客語教典
奚	595A	V	台語教典
奠	5960	V	台語教典、客語教典
奢	5962	V	台語教典、客語教典
奧	5967	V	台語教典、客語教典
奪	596A	V	台語教典、客語教典
奮	596E	V	台語教典、客語教典
女	5973	V	台語教典、客語教典
奴	5974	V	台語教典、客語教典
奶	5976	V	台語教典、客語教典
奸	5978	V	台語教典、客語教典
她	5979	V	客語教典
好	597D	V	台語教典、客語教典
如	5982	V	台語教典、客語教典
妃	5983	V	台語教典、客語教典
妄	5984	V	台語教典、客語教典
妍	598D	V	台語教典
妒	5992	V	台語教典、客語教典
妓	5993	V	台語教典、客語教典
妖	5996	V	台語教典、客語教典
妗	5997	V	台語教典、客語教典
妙	5999	V	台語教典、客語教典
妝	599D	V	台語教典、客語教典
妣	59A3	V	台語教典
妥	59A5	V	台語教典、客語教典
妨	59A8	V	台語教典、客語教典
妮	59AE	V	台語教典、客語教典
妯	59AF	V	客語教典
妲	59B2	V	台語教典、客語教典
妹	59B9	V	台語教典、客語教典
妻	59BB	V	台語教典、客語教典
妾	59BE	V	台語教典、客語教典
姆	59C6	V	台語教典、客語教典
姊	59CA	V	台語教典、客語教典
始	59CB	V	台語教典、客語教典
姐	59D0	V	台語教典、客語教典
姑	59D1	V	台語教典、客語教典
姒	59D2	V	台語教典
姓	59D3	V	台語教典、客語教典
委	59D4	V	台語教典、客語教典
姘	59D8	V	客語教典
姚	59DA	V	台語教典、客語教典
姜	59DC	V	台語教典
姦	59E6	V	台語教典、客語教典
姨	59E8	V	台語教典、客語教典
姪	59EA	V	台語教典、客語教典
姬	59EC	V	台語教典
姻	59FB	V	台語教典、客語教典
姼	59FC	V	台語教典
姿	59FF	V	台語教典、客語教典
威	5A01	V	台語教典、客語教典
娃	5A03	V	台語教典
娉	5A09	V	台語教典
娌	5A0C	V	客語教典
娗	5A17	V	台語教典
娘	5A18	V	台語教典、客語教典
娛	5A1B	V	台語教典、客語教典
娜	5A1C	V	台語教典
娟	5A1F	V	台語教典、客語教典
娣	5A23	V	客語教典
娥	5A25	V	台語教典、客語教典
娩	5A29	V	台語教典、客語教典
娶	5A36	V	台語教典、客語教典
娼	5A3C	V	台語教典、客語教典
婁	5A41	V	台語教典
婆	5A46	V	台語教典、客語教典
婉	5A49	V	台語教典
婊	5A4A	V	台語教典
婚	5A5A	V	台語教典、客語教典
婢	5A62	V	台語教典、客語教典
婦	5A66	V	台語教典、客語教典
婷	5A77	V	台語教典
婸	5A78	V	台語教典
婿	5A7F	V	台語教典、客語教典
媌	5A8C	V	台語教典
媒	5A92	V	台語教典、客語教典
媚	5A9A	V	台語教典、客語教典
媠	5AA0		台語教典
媧	5AA7	V	台語教典
媱	5AB1	V	客語教典
媳	5AB3	V	台語教典、客語教典
媸	5AB8	V	客語教典
媽	5ABD	V	台語教典、客語教典
嫁	5AC1	V	台語教典、客語教典
嫂	5AC2	V	台語教典、客語教典
嫉	5AC9	V	客語教典
嫌	5ACC	V	台語教典、客語教典
嫖	5AD6	V	台語教典、客語教典
嫡	5AE1	V	台語教典、客語教典
嫣	5AE3	V	台語教典
嫦	5AE6	V	台語教典、客語教典
嫩	5AE9	V	客語教典
嫲	5AF2		客語教典
嬈	5B08	V	台語教典
嬉	5B09	V	台語教典
嬌	5B0C	V	台語教典、客語教典
嬭	5B2D	V	台語教典、客語教典
嬰	5B30	V	台語教典、客語教典
嬴	5B34	V	客語教典
嬸	5B38	V	台語教典
孀	5B40	V	台語教典
子	5B50	V	台語教典、客語教典
孔	5B54	V	台語教典、客語教典
孕	5B55	V	台語教典、客語教典
字	5B57	V	台語教典、客語教典
存	5B58	V	台語教典、客語教典
孜	5B5C	V	台語教典、客語教典
孝	5B5D	V	台語教典、客語教典
孟	5B5F	V	台語教典、客語教典
季	5B63	V	台語教典、客語教典
孤	5B64	V	台語教典、客語教典
孩	5B69	V	台語教典、客語教典
孫	5B6B	V	台語教典、客語教典
孱	5B71	V	客語教典
孲	5B72	V	客語教典
孵	5B75	V	台語教典、客語教典
學	5B78	V	台語教典、客語教典
孺	5B7A	V	客語教典
孽	5B7D	V	台語教典、客語教典
它	5B83	V	客語教典
宅	5B85	V	台語教典、客語教典
宇	5B87	V	台語教典、客語教典
守	5B88	V	台語教典、客語教典
安	5B89	V	台語教典、客語教典
宋	5B8B	V	台語教典、客語教典
完	5B8C	V	台語教典、客語教典
宏	5B8F	V	台語教典、客語教典
宕	5B95	V	台語教典、客語教典
宗	5B97	V	台語教典、客語教典
官	5B98	V	台語教典、客語教典
宙	5B99	V	台語教典、客語教典
定	5B9A	V	台語教典、客語教典
宛	5B9B	V	台語教典
宜	5B9C	V	台語教典、客語教典
客	5BA2	V	台語教典、客語教典
宣	5BA3	V	台語教典、客語教典
室	5BA4	V	台語教典、客語教典
宥	5BA5	V	台語教典
宦	5BA6	V	台語教典、客語教典
宮	5BAE	V	台語教典、客語教典
宰	5BB0	V	台語教典、客語教典
害	5BB3	V	台語教典、客語教典
宴	5BB4	V	台語教典、客語教典
宵	5BB5	V	台語教典、客語教典
家	5BB6	V	台語教典、客語教典
容	5BB9	V	台語教典、客語教典
宿	5BBF	V	台語教典、客語教典
寂	5BC2	V	台語教典、客語教典
寄	5BC4	V	台語教典、客語教典
寅	5BC5	V	台語教典、客語教典
密	5BC6	V	台語教典、客語教典
寇	5BC7	V	台語教典、客語教典
富	5BCC	V	台語教典、客語教典
寐	5BD0	V	台語教典、客語教典
寒	5BD2	V	台語教典、客語教典
寓	5BD3	V	台語教典、客語教典
寞	5BDE	V	台語教典、客語教典
察	5BDF	V	台語教典、客語教典
寡	5BE1	V	台語教典、客語教典
寢	5BE2	V	台語教典、客語教典
寥	5BE5	V	台語教典
實	5BE6	V	台語教典、客語教典
寧	5BE7	V	台語教典、客語教典
寨	5BE8	V	台語教典、客語教典
審	5BE9	V	台語教典、客語教典
寫	5BEB	V	台語教典、客語教典
寬	5BEC	V	台語教典、客語教典
寮	5BEE	V	台語教典、客語教典
寵	5BF5	V	台語教典
寶	5BF6	V	台語教典、客語教典
寸	5BF8	V	台語教典、客語教典
寺	5BFA	V	台語教典、客語教典
封	5C01	V	台語教典、客語教典
射	5C04	V	台語教典、客語教典
將	5C07	V	台語教典、客語教典
專	5C08	V	台語教典、客語教典
尉	5C09	V	台語教典、客語教典
尊	5C0A	V	台語教典、客語教典
尋	5C0B	V	台語教典、客語教典
對	5C0D	V	台語教典、客語教典
導	5C0E	V	台語教典、客語教典
小	5C0F	V	台語教典、客語教典
少	5C11	V	台語教典、客語教典
尖	5C16	V	台語教典、客語教典
尚	5C1A	V	台語教典、客語教典
尞	5C1E		客語教典
尤	5C24	V	台語教典、客語教典
尪	5C2A	V	台語教典
尬	5C2C	V	客語教典
就	5C31	V	台語教典、客語教典
尷	5C37	V	客語教典
尸	5C38	V	客語教典
尹	5C39	V	台語教典、客語教典
尺	5C3A	V	台語教典、客語教典
尻	5C3B	V	台語教典
尼	5C3C	V	台語教典、客語教典
尾	5C3E	V	台語教典、客語教典
尿	5C3F	V	台語教典、客語教典
局	5C40	V	台語教典、客語教典
屁	5C41	V	台語教典、客語教典
屄	5C44	V	台語教典
居	5C45	V	台語教典、客語教典
屆	5C46	V	台語教典、客語教典
屈	5C48	V	台語教典、客語教典
屋	5C4B	V	台語教典、客語教典
屌	5C4C	V	客語教典
屍	5C4D	V	台語教典、客語教典
屎	5C4E	V	台語教典、客語教典
屏	5C4F	V	台語教典、客語教典
屐	5C50	V	台語教典、客語教典
屑	5C51	V	台語教典、客語教典
展	5C55	V	台語教典、客語教典
屘	5C58	V	台語教典
屙	5C59	V	客語教典
屜	5C5C	V	台語教典
屠	5C60	V	台語教典、客語教典
屢	5C62	V	台語教典、客語教典
層	5C64	V	台語教典、客語教典
履	5C65	V	台語教典、客語教典
屧	5C67	V	台語教典
屬	5C6C	V	台語教典、客語教典
屯	5C6F	V	台語教典、客語教典
山	5C71	V	台語教典、客語教典
屻	5C7B	V	客語教典
岐	5C90	V	客語教典
岑	5C91	V	客語教典
岔	5C94	V	客語教典
岡	5CA1	V	台語教典、客語教典
岩	5CA9	V	台語教典、客語教典
岫	5CAB	V	台語教典
岳	5CB3	V	台語教典、客語教典
岸	5CB8	V	台語教典、客語教典
峇	5CC7	V	台語教典
峎	5CCE	V	客語教典
峨	5CE8	V	台語教典、客語教典
峭	5CED	V	客語教典
峰	5CF0	V	台語教典、客語教典
島	5CF6	V	台語教典、客語教典
峻	5CFB	V	台語教典、客語教典
峽	5CFD	V	台語教典、客語教典
崁	5D01	V	台語教典、客語教典
崇	5D07	V	台語教典、客語教典
崎	5D0E	V	台語教典、客語教典
崑	5D11	V	客語教典
崔	5D14	V	台語教典、客語教典
崖	5D16	V	台語教典、客語教典
崗	5D17	V	台語教典、客語教典
崙	5D19	V	台語教典、客語教典
崠	5D20	V	客語教典
崢	5D22	V	客語教典
崩	5D29	V	台語教典、客語教典
崽	5D3D	V	客語教典
嵌	5D4C	V	台語教典、客語教典
嵐	5D50	V	台語教典、客語教典
嵙	5D59	V	台語教典
嵬	5D6C	V	客語教典
嵯	5D6F	V	台語教典
嶄	5D84	V	台語教典、客語教典
嶇	5D87	V	客語教典
嶠	5DA0	V	台語教典
嶷	5DB7	V	客語教典
嶸	5DB8	V	客語教典
嶺	5DBA	V	台語教典、客語教典
嶼	5DBC	V	台語教典
嶽	5DBD	V	台語教典
巒	5DD2	V	台語教典、客語教典
巖	5DD6	V	台語教典
川	5DDD	V	台語教典、客語教典
州	5DDE	V	台語教典、客語教典
巡	5DE1	V	台語教典、客語教典
巢	5DE2	V	台語教典、客語教典
工	5DE5	V	台語教典、客語教典
左	5DE6	V	台語教典、客語教典
巧	5DE7	V	台語教典、客語教典
巨	5DE8	V	台語教典、客語教典
巫	5DEB	V	台語教典、客語教典
差	5DEE	V	台語教典、客語教典
己	5DF1	V	台語教典、客語教典
已	5DF2	V	台語教典、客語教典
巳	5DF3	V	台語教典、客語教典
巴	5DF4	V	台語教典、客語教典
巷	5DF7	V	台語教典、客語教典
巾	5DFE	V	台語教典、客語教典
市	5E02	V	台語教典、客語教典
布	5E03	V	台語教典、客語教典
帆	5E06	V	台語教典、客語教典
希	5E0C	V	台語教典、客語教典
帔	5E14	V	台語教典
帕	5E15	V	台語教典、客語教典
帖	5E16	V	台語教典、客語教典
帙	5E19	V	台語教典
帚	5E1A	V	台語教典
帛	5E1B	V	台語教典、客語教典
帝	5E1D	V	台語教典、客語教典
帥	5E25	V	台語教典、客語教典
師	5E2B	V	台語教典、客語教典
席	5E2D	V	台語教典、客語教典
帳	5E33	V	台語教典、客語教典
帶	5E36	V	台語教典、客語教典
帷	5E37	V	台語教典
常	5E38	V	台語教典、客語教典
帽	5E3D	V	台語教典、客語教典
幅	5E45	V	台語教典、客語教典
幌	5E4C	V	台語教典
幔	5E54	V	台語教典
幕	5E55	V	台語教典、客語教典
幗	5E57	V	客語教典
幛	5E5B	V	客語教典
幟	5E5F	V	客語教典
幡	5E61	V	台語教典、客語教典
幢	5E62	V	台語教典
幣	5E63	V	台語教典、客語教典
幫	5E6B	V	台語教典、客語教典
干	5E72	V	台語教典、客語教典
平	5E73	V	台語教典、客語教典
年	5E74	V	台語教典、客語教典
幸	5E78	V	台語教典、客語教典
